location_id,avg_vehicle_speed,temperature,humidity,vehicle_count_cars,vehicle_count_trucks,vehicle_count_bikes,accident_reported,cong_lag_1,cong_lag_3,cong_lag_6,cong_lag_12,cong_lag_24,cong_roll_mean_3,cong_roll_std_3,cong_roll_mean_6,cong_roll_std_6,cong_roll_mean_24,cong_roll_std_24,weather_condition_Foggy,weather_condition_Rainy,weather_condition_Sunny,weather_condition_Windy,signal_status_Red,signal_status_Yellow,hour_sin,hour_cos,traffic_congestion
5,74.36395314118192,22.98066860473819,41.80740801550797,737,56,47,0,63.771823888461945,52.36853246413228,24.60472222222222,14.703333333333331,35.89805555555555,44.60166614261155,24.014812367196324,38.49547222605913,17.802767861653443,36.46000484232139,12.239031953979236,False,False,True,False,True,False,0.0,1.0,45.51694444444445
5,63.491389958901024,10.289304968881757,57.48496138054383,354,52,27,0,50.584101391582834,63.771823888461945,43.91888888888889,37.42285469674173,44.81815962906114,48.29095657482974,16.745615443213353,43.137488858791805,16.58429761523667,36.13859600840045,12.169899764579236,False,False,False,False,False,False,0.0,1.0,14.143781557430298
5,54.52132419509336,27.488611844138664,61.39098405109296,406,10,3,0,56.71888888888888,31.43092452831508,46.92277777777778,30.516944444444444,14.703333333333331,56.478722179498,24.928581991030526,49.23188498927061,18.257636390136305,39.33847232238104,16.158629702074016,False,False,False,False,False,False,0.0,1.0,17.727700798845802
5,39.92596192358819,30.530005083748865,43.57825716907407,371,51,22,0,38.98568626897524,43.32444847343114,32.7277007988458,46.92277777777778,24.60472222222222,46.43802930758657,9.40400312795198,48.263684914938274,12.522654845771086,43.19724630735207,16.141929404406355,False,False,True,False,True,False,0.0,1.0,45.44791073612169
5,72.75530689078307,31.934363013534785,54.08382697876166,98,97,15,0,20.405766689966505,20.14021589765222,28.30710795695012,43.32444847343114,26.422777777777775,25.604632938039988,9.235628683165409,31.093435532976667,12.011322337628464,42.88872901373389,14.890163097550982,False,False,False,False,True,False,0.2588190451025207,0.9659258262890684,27.57777777777778
5,62.60812590788395,23.078252822655607,73.43905591488908,784,71,7,0,45.895833333333336,51.19207235134965,37.56444444444445,20.14021589765222,32.7277007988458,45.87840581071461,5.322401701058815,41.00283576403472,6.420403834170604,41.23960446279384,11.337709201468444,False,True,False,False,False,False,0.2588190451025207,0.9659258262890684,43.37783077755783
5,76.24270628985924,25.825722635193564,69.7169751887936,569,82,5,0,38.37783077755784,40.54731174746086,34.04363358645748,36.26791622650125,50.55201092502293,41.60699195278401,3.869403340351935,41.13840015288695,6.341384345084415,41.475026545240176,11.211234714276817,False,False,False,False,False,True,0.2588190451025207,0.9659258262890684,26.19027777777778
5,48.40405288969475,16.481003384756754,70.26674990246616,411,26,38,0,9.278521790457988,38.37783077755784,51.19207235134965,42.57777777777778,43.32444847343114,24.615543448597865,14.613428312251065,35.24697462965624,15.244175724223014,38.055379828582325,11.69759286474095,True,False,False,False,False,True,0.2588190451025207,0.9659258262890684,41.75800123039729
5,51.84424131721015,20.402963610796498,78.45333305995806,620,82,44,0,28.81609452979088,33.359859985905395,26.75800123039729,51.19207235134965,28.30710795695012,40.23670706078765,16.008098642612914,35.26953049261842,15.114900721066023,35.34914910057544,12.501758367667458,False,False,False,True,False,False,0.2588190451025207,0.9659258262890684,34.177999733937206
5,58.67547048454062,25.45109197809344,34.18037186541527,113,41,30,0,37.99799772835423,28.81609452979088,16.86101716060567,45.895833333333336,52.28023691133138,31.997363997360765,5.19985074058373,34.12452263421001,13.871520169338265,35.75371243348722,12.420230316303943,False,False,False,False,True,False,0.2588190451025207,0.9659258262890684,28.525958066964165
5,53.67761257690417,11.577367029580392,56.43130463904879,112,28,6,0,43.525958066964165,29.17799973393721,33.359859985905395,38.37783077755784,20.14021589765222,36.90065184308519,7.2366499898438414,38.568679451936426,11.260111429977988,35.38895081497193,12.036389303096373,False,False,False,True,False,True,0.2588190451025207,0.9659258262890684,19.98627282775363
5,58.56913488801046,25.17149519502321,37.120349524308246,292,11,5,0,60.54709814488237,51.70748558832965,52.11708199325237,22.784444444444446,26.19027777777778,46.00680568884844,18.077815381290865,42.5010412493972,19.41890758759068,33.20056797398484,15.87111739082222,False,False,False,False,False,True,0.2588190451025207,0.9659258262890684,17.44031381237124
5,75.83640829079222,21.562255260139835,87.249340166622,409,78,20,0,39.81580898555032,74.35166478243286,56.84167045388756,51.70748558832965,37.99799772835423,52.18939539023662,19.23655556169663,45.813906816574935,17.01187932219435,37.60313951141742,16.791778470241503,False,True,False,False,False,False,0.2588190451025207,0.9659258262890684,31.25555555555556
