timestamp,location_id,traffic_volume,avg_vehicle_speed,vehicle_count_cars,vehicle_count_trucks,vehicle_count_bikes,weather_condition,temperature,humidity,accident_reported,signal_status
2024-01-01 00:18:00,1,423,54.75051532248333,465,76,46,Rainy,24.78998307291849,78.3937579278242,0,Yellow
2024-01-01 00:23:00,1,508,66.92092009597803,387,55,39,Cloudy,24.48449318369872,52.60432471985728,0,Green
2024-01-01 00:24:00,1,329,52.62834367197424,272,42,11,Windy,15.056929527266725,71.75330146071414,0,Yellow
2024-01-01 00:33:00,1,216,64.17202550364573,69,2,9,Foggy,29.249807030467604,75.1465203868832,0,Green
2024-01-01 00:38:00,1,402,72.65882117904688,98,69,29,Cloudy,17.48981638963039,77.53739719985413,0,Red
2024-01-01 00:41:00,1,122,65.73854192131631,290,57,49,Foggy,12.91507416072002,73.84032073439255,0,Red
2024-01-01 00:45:00,1,119,27.89109601498268,795,99,36,Rainy,32.31856357490888,36.491171692802325,0,Red
2024-01-01 00:55:00,1,209,64.34159346727752,275,43,39,Foggy,23.423081535502924,64.49463529242637,0,Red
2024-01-01 01:10:00,1,221,73.9673127527661,723,78,25,Rainy,13.225104375581472,85.22833803683329,0,Yellow
2024-01-01 01:16:00,1,520,60.29853689276179,329,95,31,Sunny,10.52930909338446,65.17432032179366,0,Green
2024-01-01 01:21:00,1,861,59.05744010708436,587,49,8,Rainy,10.422745331409176,33.23172686730579,0,Green
2024-01-01 01:24:00,1,502,66.61568061963354,359,38,8,Windy,12.696394403837862,45.1532728445163,0,Yellow
2024-01-01 01:25:00,1,894,32.29887257160898,616,59,12,Windy,26.25626799115475,74.72714481042122,0,Green
2024-01-01 01:26:00,1,526,63.53763201646496,464,40,2,Sunny,17.81220815357137,68.05140461527145,0,Green
2024-01-01 01:27:00,1,336,57.18407428598535,776,32,34,Foggy,18.70075381770632,76.35208776759788,0,Yellow
2024-01-01 01:31:00,1,667,36.57423949850919,803,15,33,Foggy,20.40652498400188,50.7164696651143,0,Green
2024-01-01 01:34:00,1,682,74.38525783486621,147,25,14,Rainy,16.719532454040102,32.98741519126255,0,Yellow
2024-01-01 01:39:00,1,449,40.24040846102141,522,91,32,Windy,15.282125939248443,55.874747470816615,0,Red
2024-01-01 01:41:00,1,697,52.328780542377146,151,48,18,Sunny,18.52756784506145,47.35694546651778,0,Red
2024-01-01 01:44:00,1,591,61.40579349427061,881,21,30,Windy,25.832804360915265,88.09368305770462,0,Yellow
2024-01-01 01:50:00,1,679,38.11500200465011,467,96,42,Windy,16.314213978442176,44.18842304197839,0,Yellow
2024-01-01 01:54:00,1,413,77.73861217926705,184,15,36,Windy,33.95306988699032,80.23964602947107,0,Yellow
2024-01-01 01:58:00,1,198,52.81157845850757,445,25,25,Cloudy,26.08810400935473,39.255856263909,0,Yellow
2024-01-01 02:04:00,1,210,73.8604803606774,361,45,13,Foggy,26.149106562479037,42.41417369105434,0,Green
2024-01-01 02:20:00,1,819,30.56572827983568,151,21,43,Windy,11.778881397064527,57.18940465830159,0,Green
2024-01-01 02:30:00,1,515,78.02316088556209,125,47,9,Rainy,23.469314652877905,42.91396392634396,0,Red
2024-01-01 02:31:00,1,360,43.56762654856061,124,70,24,Windy,16.441425574778876,49.441677338030885,0,Green
2024-01-01 02:32:00,1,311,71.25331438045208,458,49,30,Cloudy,19.156029528340376,61.1657837380385,0,Green
2024-01-01 02:33:00,1,468,66.38534250184797,247,88,2,Windy,20.854664799086738,76.95930066333477,0,Green
2024-01-01 02:35:00,1,988,33.92238973406636,601,84,1,Windy,21.384103364037514,65.0239350096075,0,Red
2024-01-01 02:38:00,1,365,77.61006708372472,821,8,5,Cloudy,20.28909429752576,44.7912777503621,0,Yellow
2024-01-01 02:41:00,1,539,56.18385837023099,491,1,34,Foggy,26.86081391171492,52.61370101311283,0,Red
2024-01-01 02:43:00,1,288,67.06525148020506,644,12,24,Windy,21.13694207708365,56.79595808091761,0,Red
2024-01-01 02:48:00,1,478,68.48475694134979,132,34,2,Foggy,21.89051535770648,66.88544332443891,0,Green
2024-01-01 02:50:00,1,207,50.88101702728633,190,58,40,Windy,31.509253432012017,41.01379469683961,0,Green
2024-01-01 02:51:00,1,265,68.49652637335626,314,69,36,Windy,23.553437732654167,55.478638278542974,0,Red
2024-01-01 02:57:00,1,56,74.08298579851609,518,72,46,Sunny,23.464584646355085,61.11310536413866,1,Red
2024-01-01 02:59:00,1,575,79.40518256404891,781,4,38,Sunny,32.27637984604552,56.242994549579386,0,Green
2024-01-01 03:00:00,1,122,77.29081958230809,885,66,9,Rainy,18.327138702346826,79.38573481773801,0,Yellow
2024-01-01 03:02:00,1,454,50.763214868757686,727,93,13,Windy,12.413761964943628,68.34868428738874,0,Green
2024-01-01 03:07:00,1,980,23.46217570495393,637,91,4,Cloudy,23.00048865723809,45.39122563954848,0,Red
2024-01-01 03:08:00,1,515,46.66192095449087,794,62,30,Sunny,26.99946371626904,33.199804092404776,0,Red
2024-01-01 03:17:00,1,338,72.64133673231561,71,79,44,Windy,15.294982214538694,40.537486879730295,0,Yellow
2024-01-01 03:22:00,1,159,33.721664564021886,540,99,35,Rainy,26.114078865795552,86.02908100843692,0,Yellow
2024-01-01 03:23:00,1,385,77.37920560325165,782,10,26,Cloudy,28.208820936914048,83.63713563315282,0,Red
2024-01-01 03:38:00,1,586,65.7865018160785,388,63,23,Rainy,31.87805143378625,36.01718834873434,1,Yellow
2024-01-01 03:39:00,1,128,69.38964984253155,555,1,28,Cloudy,31.69911116705396,50.16650935326859,0,Green
2024-01-01 03:41:00,1,222,52.67034614295368,450,86,41,Windy,21.8245245342684,57.93712169027773,0,Red
2024-01-01 03:44:00,1,177,37.74168044249625,716,30,45,Cloudy,20.393356208084683,81.01265889611926,0,Green
2024-01-01 03:45:00,1,657,55.62814884857693,847,25,17,Sunny,19.490771687140857,51.332610375404734,0,Yellow
2024-01-01 03:51:00,1,707,47.60014373484793,231,64,9,Foggy,12.096142950112023,66.30853180817206,0,Yellow
2024-01-01 03:54:00,1,439,22.8584754461904,518,89,27,Cloudy,10.423033586623578,75.73711171390346,0,Yellow
2024-01-01 03:56:00,1,910,66.4343733062399,573,8,13,Sunny,16.842747929321064,86.15838649256807,0,Yellow
2024-01-01 04:01:00,1,712,22.724196888121558,421,20,13,Foggy,13.24405583740661,60.64279721670188,0,Red
2024-01-01 04:02:00,1,516,37.40175161893436,778,26,47,Foggy,28.75153310360868,34.93761246107856,0,Green
2024-01-01 04:07:00,1,827,55.4258653893616,490,44,26,Rainy,33.153565831573275,42.757484961810434,0,Yellow
2024-01-01 04:10:00,1,431,63.38769643295325,459,2,29,Windy,26.656753423021197,71.6210288982723,0,Green
2024-01-01 04:14:00,1,976,46.24891559649258,501,45,25,Foggy,15.326513775438388,47.9680027768551,0,Yellow
2024-01-01 04:16:00,1,512,23.11405661523854,133,86,3,Windy,17.606157787164616,67.96370316045399,0,Green
2024-01-01 04:23:00,1,205,56.57786069941412,238,98,10,Sunny,11.349982304525971,77.47786474703673,0,Green
2024-01-01 04:25:00,1,543,69.08160494832158,547,65,16,Sunny,30.32858475748341,64.18952863992803,0,Red
2024-01-01 04:27:00,1,312,36.286314658052014,80,30,46,Rainy,29.47734858454426,80.26544672102037,0,Yellow
2024-01-01 04:31:00,1,658,44.345070116903656,867,45,12,Cloudy,24.60670505161253,83.08347019887388,0,Green
2024-01-01 04:32:00,1,309,33.22930608134638,84,36,8,Sunny,11.2141663264824,78.93313524192769,0,Red
2024-01-01 04:42:00,1,869,36.1308045471706,346,20,36,Rainy,14.100768286484737,76.81005133350735,0,Green
